Programming,Data Analysis,Machine Learning,Artificial Intelligence,Database Management,Software Development,Cybersecurity,Cloud Computing,Networking,Web Development,JavaScript,Python,Java,C++,SQL,HTML/CSS,APIs,Version Control,Agile Methodologies,DevOps,Data Visualization,Big Data,Linux,Windows,Project Management,Systems Design,Embedded Systems,Algorithms,Data Structures,Mobile Development,UX/UI Design,Testing/QA,Blockchain,IT Support,Business Analysis,Game Development,Cloud Services,Software Architecture,Scripting,Technical Documentation,Ethical Hacking,IoT,Virtual Reality,Augmented Reality,System Administration,Business Intelligence,Quantitative Analysis,Data Engineering,Computer Vision,Natural Language Processing,Robotics,Information Retrieval,Software Engineering,Network Security,Computer Graphics,Embedded Programming,Data Warehousing,Information Systems,Technical Support,Product Management,Research & Development,Digital Marketing,Algorithm Design,Application Development,Infrastructure Management,Enterprise Solutions,Shell Scripting,Penetration Testing,Cryptography,Load Balancing,Cloud Security,"Containerization (Docker, Kubernetes)",CI/CD Pipelines,API Development,Cross-Platform Development,Microservices,Distributed Systems,Edge Computing,Network Architecture,Network Protocols,Operating Systems,Parallel Computing,Quantum Computing,Real-Time Systems,Systems Integration,Virtualization,Data Governance,Data Mining,Data Privacy,Data Science,"Data Visualization Tools (Tableau, PowerBI)",Data Wrangling,Database Design,ETL Processes,Machine Learning Engineering,Model Deployment,Model Evaluation,Neural Networks,Predictive Analytics,Reinforcement Learning,Supervised Learning,Unsupervised Learning,Data Quality Assurance,Deep Learning,Bioinformatics,Cheminformatics,Computational Biology,Geographical Information Systems (GIS),Human-Computer Interaction,Information Security,Software Configuration Management,Supply Chain Management,Telecommunications,Technical Writing,User Research,User Testing,Career,EncodeCareer
1,1,4,2,1,8,5,7,5,5,3,4,3,2,4,2,2,5,1,3,4,4,3,3,7,9,4,5,5,4,5,1,4,3,7,5,3,1,4,4,3,4,2,3,1,2,5,4,1,4,5,3,2,3,5,2,4,4,5,1,1,5,4,4,2,4,5,5,2,4,5,3,3,4,3,1,2,2,5,5,1,2,1,1,3,2,2,5,5,3,3,3,4,2,2,2,2,4,3,1,2,5,1,3,3,1,1,2,1,1,1,4,3,1,5,4,Chief Technology Officer (CTO),13
1,2,1,2,4,5,8,5,2,1,5,4,5,5,3,5,4,3,3,2,5,3,1,4,2,5,5,3,2,4,4,2,4,1,4,4,3,4,4,10,5,1,3,2,4,1,2,1,2,1,4,5,3,3,2,1,3,10,2,2,2,3,3,2,3,3,3,5,2,4,3,3,2,4,3,3,1,1,3,2,2,3,3,4,1,5,7,1,9,3,1,1,4,3,4,4,2,2,1,3,3,2,2,4,2,3,4,4,3,3,2,3,2,3,1,1,Data Privacy Officer,26
5,7,2,5,1,3,4,10,7,3,5,2,1,2,3,5,5,1,4,2,3,4,4,3,5,4,5,4,3,3,3,5,1,5,1,4,5,1,5,2,2,5,2,5,1,5,5,4,2,3,3,1,4,10,3,4,2,1,5,1,2,3,3,3,4,5,4,5,3,4,3,4,4,4,2,3,5,3,1,10,2,4,1,1,5,2,4,3,4,4,5,5,1,5,5,2,2,2,5,1,3,2,2,3,5,3,5,1,2,2,1,1,2,2,2,5,Network Analyst,66
1,5,4,2,2,7,4,9,2,2,2,1,4,3,2,5,2,2,5,4,4,2,5,2,9,10,1,3,4,4,2,1,2,2,8,1,5,1,3,2,1,4,3,2,4,3,4,1,5,1,2,1,4,2,5,4,4,5,2,4,2,2,1,1,5,2,5,5,4,5,5,4,5,1,5,4,1,4,1,5,1,1,1,5,5,3,4,2,5,4,2,2,3,1,1,4,1,3,4,3,1,2,1,3,1,1,1,3,1,2,1,2,5,4,2,1,Chief Technology Officer (CTO),13
1,5,5,2,3,3,4,8,2,4,3,4,5,3,5,1,1,5,4,9,4,5,9,3,1,2,4,2,1,2,1,1,5,2,1,2,5,4,7,4,1,5,1,1,1,1,3,1,1,4,2,4,3,1,4,4,1,3,5,3,4,2,3,3,10,3,5,5,5,1,3,7,10,4,1,2,1,4,4,4,1,1,1,5,4,5,4,3,5,5,5,5,4,1,1,3,1,4,2,3,3,3,5,4,5,1,1,5,5,4,3,5,5,5,2,2,DevOps Engineer,32
5,10,1,5,4,1,5,9,7,2,2,4,2,1,2,1,4,2,3,3,5,3,1,2,5,3,3,4,3,4,5,4,3,1,4,4,5,3,3,1,5,5,1,5,2,3,1,5,4,3,3,5,5,8,2,4,3,2,1,2,2,1,2,5,3,2,4,1,2,2,4,2,3,5,5,5,3,5,4,7,2,1,2,5,3,3,2,5,4,2,1,3,1,4,3,2,4,1,1,5,3,4,5,3,2,3,3,4,2,1,2,2,1,5,5,2,Network Analyst,66
9,5,5,2,1,3,1,3,4,3,1,2,4,10,1,1,1,1,5,3,3,2,3,4,1,4,3,10,5,2,1,5,2,4,3,7,4,5,1,4,5,3,4,3,1,1,4,3,3,3,3,5,1,1,9,1,2,3,3,2,4,3,1,5,2,1,5,4,4,5,2,2,3,1,2,1,1,2,5,4,3,3,2,1,4,1,4,1,2,1,1,2,3,1,4,1,1,1,4,4,5,4,2,3,2,1,4,2,2,5,2,1,1,3,3,4,Game Developer,46
3,2,1,5,1,1,9,2,5,4,3,3,5,3,4,2,5,1,3,1,5,2,5,4,8,5,5,2,2,4,5,2,4,3,4,2,2,2,2,9,3,1,3,1,5,1,5,5,2,5,1,4,1,3,4,2,2,10,5,2,3,5,2,1,3,3,1,3,2,1,4,5,3,3,4,3,3,5,3,4,4,4,3,1,4,1,1,4,9,3,1,1,4,2,4,1,2,5,3,4,4,4,2,2,1,2,2,3,3,1,5,2,2,1,2,4,IT Auditor,49
3,5,5,3,3,3,1,10,4,4,3,3,3,3,1,1,4,4,10,2,3,2,3,2,10,9,2,5,4,2,5,5,4,3,9,3,4,3,4,10,3,5,2,3,3,2,1,3,5,4,2,1,3,5,3,5,3,2,1,2,1,5,3,3,1,3,4,4,1,1,4,3,1,2,2,2,4,3,1,2,4,5,1,3,4,4,2,5,2,3,2,1,3,5,2,1,3,4,2,1,5,4,3,4,5,4,5,3,1,3,2,5,1,3,2,3,Digital Transformation Consultant,36
7,4,4,4,2,9,3,5,4,3,4,1,5,1,3,3,3,5,3,10,2,3,5,2,2,4,4,4,5,2,1,9,4,1,5,3,3,4,10,1,5,5,4,1,7,4,4,4,4,2,2,4,4,5,2,1,4,2,5,1,2,4,2,1,5,5,2,3,1,2,1,4,7,1,3,2,3,5,4,3,1,3,3,3,4,2,4,4,1,3,5,1,5,5,3,1,3,2,3,5,3,3,2,3,5,5,5,4,4,5,4,3,2,4,5,4,Software Deployment Engineer,79
5,1,1,2,1,3,5,10,3,3,3,5,5,2,5,5,1,4,7,3,4,4,4,5,7,10,1,1,2,5,1,1,4,1,10,4,3,5,5,7,1,3,5,3,1,2,3,4,4,2,2,2,3,4,3,4,3,3,5,2,2,2,3,1,4,5,4,1,2,3,1,5,5,3,5,5,4,4,3,3,2,4,2,4,5,3,5,3,4,5,5,5,2,3,3,5,1,3,1,5,1,4,2,4,5,3,2,4,1,4,4,3,4,2,2,4,Digital Transformation Consultant,36
5,5,1,3,3,10,3,4,4,5,4,4,1,3,2,4,4,1,1,2,5,5,1,5,10,1,4,1,4,2,4,2,4,8,4,1,1,1,4,9,1,2,4,3,3,3,2,1,3,1,4,2,1,1,1,2,2,1,2,5,5,3,4,1,2,5,4,3,2,5,2,4,5,5,1,1,5,4,2,1,2,3,2,5,3,3,5,1,1,1,3,5,1,4,3,4,4,2,4,3,3,3,3,4,2,5,1,5,4,1,2,5,5,9,2,5,IT Trainer,56
8,4,3,2,4,8,2,1,1,2,3,4,5,2,4,3,2,9,3,4,3,1,3,2,7,7,4,9,8,4,4,10,4,4,1,3,5,4,5,2,1,1,3,2,2,3,5,1,1,5,3,3,4,5,4,2,1,5,5,3,5,5,4,3,5,4,5,1,1,1,4,1,3,3,4,1,1,4,2,3,5,4,2,4,5,5,1,3,4,4,2,4,5,4,3,5,5,2,3,4,3,1,5,4,1,5,2,1,5,3,2,1,5,1,3,4,Software Engineer,81
9,9,5,3,1,4,3,3,2,5,4,1,5,1,3,5,2,3,3,4,1,2,2,2,3,3,4,8,1,1,3,7,1,1,4,1,4,5,1,3,3,2,3,4,1,2,4,3,5,3,2,5,3,4,1,5,3,5,2,5,7,3,1,3,1,4,3,1,4,3,5,1,5,5,2,4,3,2,3,3,3,2,5,2,3,2,3,2,5,5,5,3,3,4,1,1,1,5,1,3,1,2,5,1,1,2,4,4,1,5,2,5,2,5,5,3,Simulation Engineer,77
9,4,3,1,2,5,5,4,3,2,4,5,2,4,4,4,3,2,4,2,4,2,4,3,3,2,1,5,1,3,1,1,4,3,3,8,5,1,4,1,5,1,10,8,1,4,5,2,5,3,5,1,3,2,9,3,3,4,5,4,3,1,2,4,1,1,4,1,2,1,5,5,1,3,5,3,5,2,2,5,5,1,2,5,2,3,1,3,4,5,3,4,5,3,1,4,5,3,5,3,3,4,1,4,4,4,5,1,3,1,4,3,1,4,2,4,AR/VR Developer,2
1,2,2,5,5,2,10,2,3,1,5,3,1,1,1,2,3,5,1,8,3,3,2,5,3,2,2,4,4,5,1,2,5,1,1,2,2,1,9,1,2,5,3,5,2,1,4,5,1,5,4,5,2,8,5,4,2,5,5,4,3,5,3,2,2,3,1,1,5,2,7,8,7,4,2,2,3,2,5,5,1,5,4,3,5,1,1,3,2,2,3,1,4,3,4,5,4,4,2,4,1,2,4,3,3,5,3,5,3,5,4,2,3,2,1,1,DevSecOps Engineer,33
5,9,5,4,3,3,4,2,3,5,5,4,4,5,4,1,3,4,4,2,4,5,1,3,4,1,4,4,3,3,7,2,3,1,5,2,5,4,5,8,4,5,1,3,1,5,1,1,1,1,3,3,4,2,1,1,5,1,5,2,2,1,2,3,4,1,4,4,4,2,3,4,2,5,5,1,5,4,1,5,1,5,1,4,5,4,5,2,5,4,2,4,5,1,5,1,5,1,5,4,2,5,2,1,3,5,4,2,3,2,5,5,5,3,7,9,User Experience Researcher,96
8,3,1,1,3,8,4,3,4,3,4,2,1,2,2,5,5,4,1,5,3,4,1,3,3,1,4,3,2,1,4,3,3,2,5,4,1,3,3,2,4,1,4,2,4,5,5,1,2,5,4,5,3,1,2,4,1,5,4,5,5,3,5,3,5,3,1,3,4,2,2,5,2,5,1,5,3,5,1,2,5,5,2,5,1,1,1,3,2,3,4,2,4,4,5,4,1,3,5,5,3,4,1,1,3,4,2,1,1,1,3,3,5,8,2,1,Technical Evangelist,89
7,4,1,1,2,3,8,4,2,1,5,1,3,1,5,2,5,1,4,5,5,4,3,1,4,4,4,5,4,9,5,4,5,1,5,2,4,3,1,5,2,3,1,3,2,4,3,4,3,2,1,1,5,7,2,1,3,1,1,4,3,1,3,1,1,2,1,8,3,3,1,1,3,4,5,1,1,2,3,3,10,1,2,3,1,2,3,1,2,2,1,2,2,1,3,2,3,4,2,5,1,5,5,3,2,5,5,4,2,3,4,1,4,1,4,5,Mobile Security Specialist,64
7,9,3,2,2,5,5,10,7,2,5,1,4,3,2,3,1,1,2,5,4,2,4,2,3,5,7,5,5,2,1,4,5,3,5,3,5,1,4,4,5,7,5,2,1,2,3,5,4,3,3,4,3,2,4,3,1,5,5,4,5,1,1,2,4,5,2,5,1,4,3,3,2,4,5,4,1,4,2,2,1,4,5,2,4,1,2,2,4,2,5,3,4,4,1,5,3,4,4,4,2,1,2,1,2,2,4,1,3,4,2,1,2,3,2,2,IoT Developer,59
10,2,3,3,7,5,5,2,3,1,3,3,4,1,10,1,5,3,4,2,1,10,5,2,5,5,5,4,4,4,3,3,4,2,1,5,3,5,4,3,4,1,2,3,5,4,1,7,2,2,1,3,3,1,1,2,7,5,3,3,5,5,3,1,4,2,5,2,1,2,1,4,1,2,1,2,5,1,2,5,3,1,2,2,5,1,3,4,3,4,1,4,1,10,2,2,3,4,5,5,2,3,10,1,3,5,1,3,3,1,2,5,4,2,5,1,Data Engineer,24
3,7,4,1,2,3,1,4,2,5,5,5,2,4,2,2,2,2,5,2,3,2,4,4,2,3,2,1,1,5,4,2,5,2,1,1,3,3,3,2,4,4,3,1,5,2,1,1,2,3,2,5,5,1,3,2,2,1,5,3,1,7,4,5,5,4,3,3,5,2,3,5,4,1,2,3,3,1,2,5,2,4,4,1,5,4,5,1,1,3,5,2,5,2,4,4,4,5,5,5,3,3,4,5,5,5,2,2,5,1,1,4,2,1,2,2,Digital Marketer,35
3,4,2,5,2,3,9,3,2,1,2,1,1,5,5,3,3,2,3,2,4,3,5,4,8,5,5,3,5,5,3,1,3,1,5,2,3,1,3,9,4,5,1,4,4,5,1,3,3,2,1,4,4,3,4,3,5,10,2,4,2,3,4,2,2,2,2,4,5,4,3,1,5,4,5,3,5,4,3,4,4,2,5,1,1,3,5,4,9,1,5,2,1,3,1,1,1,4,5,5,4,2,1,4,1,1,2,1,1,1,3,1,3,2,2,1,IT Auditor,49
9,1,4,4,8,5,3,3,4,2,4,4,2,5,5,3,10,10,5,1,3,2,5,3,5,4,2,8,2,4,3,4,3,5,4,3,8,1,5,2,3,2,4,5,3,1,4,1,2,4,3,3,1,2,2,3,5,2,2,4,1,3,1,1,2,3,2,1,5,5,5,3,3,2,3,2,5,2,2,4,3,5,4,4,3,3,1,1,4,2,5,1,4,3,1,1,1,3,4,3,2,5,3,2,4,1,4,3,5,3,2,1,1,2,4,4,Back-End Developer,7
1,2,5,4,4,3,2,4,5,3,5,3,4,4,1,8,5,2,5,5,4,2,1,4,5,1,4,5,5,3,9,4,1,4,3,2,5,4,4,3,5,5,5,3,2,1,1,2,5,3,3,5,5,3,3,5,3,1,2,1,1,1,4,1,3,5,4,4,5,1,3,5,4,5,5,4,4,2,5,3,1,4,1,3,1,2,5,1,3,3,1,5,3,2,5,5,1,5,1,1,2,2,4,5,1,1,5,2,4,2,3,4,4,1,9,2,UX/UI Designer,95
8,8,9,2,4,2,3,8,3,2,2,4,5,1,3,5,5,1,3,5,1,7,2,2,1,1,4,5,1,2,2,2,1,5,1,2,1,1,5,1,1,5,1,4,5,1,4,9,2,4,2,5,5,3,4,3,5,4,4,5,5,5,3,1,5,4,1,4,2,3,3,1,3,4,4,2,2,1,2,1,5,5,4,5,2,2,3,4,2,4,3,4,3,5,2,8,2,10,5,4,5,2,1,2,3,2,2,3,2,4,5,2,4,5,2,1,Machine Learning Architect,60
2,3,5,3,5,5,2,2,9,5,2,3,4,3,4,2,5,4,2,5,2,4,10,10,2,3,1,5,4,5,5,4,5,9,5,1,4,5,3,7,4,4,3,2,7,1,1,5,3,3,5,5,3,1,2,5,1,2,9,4,4,2,2,5,5,4,2,3,4,4,3,1,5,1,3,5,1,5,5,2,3,2,4,2,4,2,1,3,1,4,5,1,5,4,5,3,4,4,5,5,3,3,5,1,4,2,4,3,5,3,3,4,1,3,2,1,Technical Support Specialist,90
2,4,4,4,5,5,10,1,1,5,2,1,2,3,2,3,1,1,2,4,3,1,1,4,4,1,3,3,1,5,2,2,1,4,3,3,3,5,3,5,2,5,3,3,3,2,3,5,4,2,1,3,4,7,3,3,4,1,3,5,3,2,5,5,3,3,2,8,8,1,4,3,1,1,3,3,3,5,10,8,9,1,1,2,4,2,2,4,3,1,5,2,4,2,1,2,3,3,3,3,4,4,1,4,4,1,1,2,3,2,2,4,3,2,5,4,Network Security Engineer,69
2,5,2,5,2,10,3,8,10,5,3,1,5,1,4,1,5,1,3,4,5,3,5,3,10,8,5,2,5,2,5,3,4,8,9,5,1,3,1,10,1,2,5,3,1,3,1,5,4,3,2,2,2,1,2,3,5,3,1,2,5,4,1,3,1,1,3,5,1,3,4,1,1,3,2,5,5,5,2,3,2,5,4,1,2,5,1,4,1,5,2,5,4,2,3,2,5,1,4,2,5,2,2,2,2,4,4,1,4,3,3,2,1,5,3,5,IT Consultant,51
9,2,1,1,5,7,2,5,3,3,5,2,5,3,5,4,3,3,7,4,3,3,4,5,2,3,5,4,2,5,2,8,4,1,3,4,3,3,1,8,2,5,4,1,4,5,3,4,5,5,4,2,2,5,3,5,1,4,5,5,4,3,3,2,4,5,2,4,1,2,2,2,10,1,4,4,5,2,2,5,5,4,2,5,3,5,4,5,4,2,5,1,1,1,1,5,1,4,1,3,4,1,4,2,5,4,3,4,4,1,4,1,1,5,5,5,Software Quality Assurance Engineer,82
7,2,5,3,1,3,3,2,5,4,5,1,5,10,3,4,3,2,2,3,2,5,3,4,4,4,5,7,2,2,5,2,2,2,5,10,5,1,3,4,5,4,5,3,3,1,2,3,5,4,2,1,2,4,7,4,1,2,2,1,1,2,5,5,4,2,2,4,2,2,2,3,2,4,5,1,4,1,5,3,2,3,2,4,1,2,2,2,2,4,3,3,1,3,2,2,5,4,1,5,2,5,3,2,2,1,4,2,4,5,2,1,1,4,5,5,Game Developer,46
5,9,5,5,8,2,3,5,1,2,4,5,3,2,9,1,4,5,4,2,9,3,2,2,4,5,2,4,4,1,1,4,3,4,2,5,4,1,4,5,4,5,2,2,2,7,7,2,5,4,1,5,3,2,5,5,7,5,3,1,2,3,4,3,1,5,5,5,5,3,5,5,3,2,1,3,5,1,5,2,3,2,4,4,4,5,1,4,2,1,2,1,2,3,3,1,4,2,5,3,3,3,4,2,3,4,1,4,2,4,2,5,5,4,1,2,Business Intelligence Analyst,11
3,10,3,5,3,3,5,10,10,1,4,2,4,4,4,1,1,1,1,1,4,3,4,2,2,5,1,3,3,3,4,1,3,3,3,4,2,1,2,5,4,5,1,4,4,5,5,2,4,3,1,3,1,9,2,5,2,2,3,1,5,4,5,3,3,2,5,2,3,2,5,1,3,4,2,3,4,3,2,9,3,1,5,2,2,1,4,2,3,3,4,4,3,1,1,4,4,5,2,3,1,1,1,2,4,3,2,4,2,1,1,3,2,2,1,3,Network Analyst,66
1,4,1,3,4,3,4,9,8,4,5,3,5,1,1,3,5,3,4,3,3,2,9,10,5,5,5,2,2,5,4,1,2,4,2,3,4,3,4,2,2,1,2,4,4,3,4,5,2,5,4,1,1,7,1,5,1,4,3,2,3,2,4,4,3,3,5,5,3,7,3,4,5,2,3,5,4,3,7,8,3,5,1,3,5,3,5,2,5,1,4,5,2,4,4,4,5,1,3,3,2,3,4,1,5,4,5,3,1,5,2,4,4,5,5,5,Network Engineer,68
4,5,4,2,1,1,1,7,7,4,5,2,1,1,5,4,9,4,4,5,2,3,5,3,8,7,1,5,5,4,3,5,3,1,1,2,1,8,4,8,5,5,4,4,2,3,3,2,1,2,5,5,3,3,5,1,2,4,3,5,3,5,1,1,3,5,3,2,4,2,4,5,5,3,4,3,2,5,3,2,1,5,3,1,3,2,2,2,1,2,2,5,2,3,3,2,4,5,2,4,4,5,1,2,2,4,2,3,5,4,2,5,3,5,5,4,Solutions Architect,84
1,4,4,4,3,1,7,1,1,5,3,1,3,3,3,1,4,1,1,3,5,3,4,4,3,1,3,1,2,1,2,2,1,3,1,1,5,2,3,10,4,1,3,4,2,2,3,3,1,5,5,4,3,9,3,2,1,2,1,3,1,2,3,5,5,5,2,7,9,5,3,4,3,2,2,4,5,2,3,5,4,4,1,3,1,1,5,4,5,1,4,5,5,5,4,2,2,2,5,4,4,4,4,2,5,5,5,4,4,7,1,5,3,2,5,4,Digital Forensics Analyst,34
3,1,4,2,10,1,7,4,8,2,2,2,4,5,1,2,5,3,3,3,5,3,4,5,10,7,1,2,1,1,2,1,4,7,4,1,1,3,3,2,3,5,1,3,5,3,3,2,1,5,5,3,3,2,2,1,3,9,2,5,4,3,5,3,4,2,3,1,5,5,2,1,5,3,2,2,2,4,3,5,4,5,5,2,1,5,1,1,5,4,5,5,1,3,2,5,5,2,3,3,4,4,4,4,1,3,4,3,3,5,5,3,3,3,2,4,Information Systems Manager,58
9,7,1,1,3,5,1,5,4,5,5,4,2,1,4,5,5,5,2,4,5,4,2,3,5,5,2,7,2,2,1,8,1,4,1,2,3,1,1,2,1,4,4,5,1,2,5,4,3,1,1,5,5,5,1,2,1,1,4,1,8,4,3,2,4,5,2,3,4,5,2,4,5,5,5,2,3,5,4,5,2,3,1,3,2,2,5,5,3,3,5,4,1,2,1,2,3,1,4,1,4,4,5,2,2,2,2,3,5,4,5,1,2,2,3,2,Simulation Engineer,77
10,5,1,1,3,4,3,3,5,2,3,1,2,8,3,2,5,2,2,4,4,1,1,1,2,10,8,1,4,5,4,10,4,1,4,4,4,2,8,1,5,5,5,5,1,1,2,5,3,3,4,4,2,2,3,3,5,1,2,4,4,5,1,4,2,4,3,1,4,1,4,3,5,5,4,3,4,5,1,2,5,2,2,7,1,2,3,3,5,4,2,2,1,4,5,3,2,1,4,2,2,5,4,2,5,5,3,3,5,3,5,1,4,3,4,3,Firmware Engineer,42
7,3,2,4,4,5,1,4,5,1,4,1,1,3,2,1,4,1,5,3,4,3,1,4,1,3,1,8,1,5,7,9,5,4,5,10,3,2,4,4,5,4,7,5,3,1,5,4,5,4,5,5,3,2,8,2,3,2,3,2,2,3,5,4,1,3,1,4,1,1,4,2,4,5,5,5,2,2,2,2,1,3,3,2,4,1,2,4,4,5,1,3,5,1,2,4,1,1,5,4,1,4,4,5,1,5,3,5,5,4,3,2,2,1,3,2,Virtual Reality Architect,97
3,4,5,5,4,3,4,7,2,4,4,5,1,2,2,1,4,5,3,9,1,3,10,1,5,5,5,4,5,3,3,3,2,5,4,1,3,3,8,4,4,4,2,4,2,5,1,2,1,2,2,1,4,1,2,1,3,3,2,1,3,1,4,3,10,2,4,4,5,2,1,7,10,1,5,1,5,1,3,4,4,2,2,5,4,3,2,5,1,3,1,3,5,5,1,4,4,4,2,2,5,2,3,1,5,5,4,1,3,4,2,3,1,5,1,2,DevOps Engineer,32
2,4,5,2,2,8,4,1,1,2,5,4,4,1,5,2,8,3,3,4,4,2,5,2,3,5,5,3,1,2,1,3,3,5,2,1,5,2,3,8,3,3,1,2,2,5,2,2,2,5,4,2,5,5,2,4,4,10,2,3,2,5,1,1,5,2,5,4,1,2,2,4,1,5,4,1,2,1,5,5,3,1,4,5,5,3,3,3,1,5,3,1,5,3,1,5,5,4,5,5,3,5,5,5,4,3,3,1,5,2,1,3,5,9,5,2,Technical Writer,91
3,2,4,1,4,2,7,3,5,10,2,2,5,2,1,5,9,3,2,5,3,3,1,1,4,1,2,2,3,1,2,1,5,3,2,2,5,1,1,2,3,2,1,2,4,3,5,3,1,3,5,2,4,7,2,5,2,2,4,4,5,1,3,4,4,5,5,9,10,3,2,4,2,4,2,4,2,3,2,1,1,5,4,2,5,5,3,3,5,1,1,2,4,5,5,3,1,2,5,5,1,4,2,5,5,3,3,2,2,2,3,4,5,5,1,4,Web Security Administrator,100
7,4,4,5,8,4,1,8,1,4,3,4,4,2,4,5,7,5,3,2,4,4,1,4,7,3,2,2,4,4,4,5,1,5,1,5,5,3,5,1,1,4,5,2,2,2,4,1,2,2,5,1,3,3,2,4,4,4,1,1,1,5,5,2,2,4,4,1,5,4,5,3,4,3,3,4,1,5,2,2,5,4,5,4,8,1,3,4,2,5,5,4,5,1,2,2,2,3,4,5,4,4,3,4,4,1,2,2,5,5,1,1,5,5,1,1,Middleware Engineer,62
10,5,5,4,1,5,1,2,1,2,3,3,5,3,3,4,8,5,3,2,4,2,2,5,1,2,5,5,5,1,3,7,7,3,1,2,1,1,4,4,1,4,3,4,2,5,5,1,4,5,2,4,3,5,4,3,1,2,1,1,2,2,2,4,2,2,2,5,10,3,2,3,2,5,5,2,9,5,1,2,2,4,3,5,4,1,5,4,5,5,1,5,4,3,3,5,1,1,4,4,4,3,2,2,3,3,2,3,1,4,1,1,2,3,2,2,Blockchain Developer,10
2,4,3,1,1,1,9,7,5,1,3,5,1,4,5,2,5,1,1,5,1,4,4,5,3,2,5,3,2,4,1,2,2,5,3,3,3,1,4,3,5,3,5,2,2,1,5,4,3,1,5,2,2,8,3,5,2,1,3,5,2,4,1,2,3,1,2,10,7,2,7,5,4,2,3,3,4,4,1,2,5,1,1,1,2,4,2,2,2,2,5,3,2,2,2,2,2,3,1,1,1,3,5,3,4,3,4,3,3,5,3,2,4,4,1,4,Cloud Security Engineer,16
1,5,3,2,2,5,2,10,7,5,4,5,4,4,2,3,1,3,3,10,5,2,1,2,10,1,4,1,2,5,4,1,1,4,3,4,8,2,5,8,2,1,3,4,2,2,3,3,4,3,3,4,2,3,3,5,4,4,4,4,5,2,5,5,9,3,5,3,2,5,9,1,1,1,1,5,2,2,5,5,2,2,2,5,3,4,2,4,1,3,3,5,5,3,4,1,3,4,5,5,4,4,2,1,5,3,2,4,4,2,3,3,1,1,2,2,Cloud Solutions Consultant,17
3,2,5,4,5,5,10,1,4,3,4,1,1,2,4,5,5,1,5,5,3,3,1,3,2,3,3,3,3,2,4,3,5,3,1,5,1,5,1,4,3,5,5,1,1,1,3,5,4,4,1,1,1,9,1,3,5,1,3,4,3,1,1,4,4,4,4,10,8,1,5,3,2,1,5,4,3,2,2,2,4,3,4,4,2,3,3,5,5,3,3,5,5,3,4,3,5,3,5,3,1,1,2,2,2,2,5,3,5,10,4,1,3,1,5,2,Cybercrime Analyst,21
3,3,4,3,5,5,8,2,3,4,4,1,5,4,4,1,3,4,5,3,5,2,1,5,2,5,5,4,5,5,3,4,1,5,4,1,3,3,4,7,2,5,3,1,5,3,2,5,1,1,1,2,3,8,4,3,2,2,5,3,1,4,5,3,2,4,5,9,9,1,5,3,2,5,5,4,1,2,4,1,1,4,4,4,5,2,3,3,1,2,2,5,1,5,4,5,2,5,3,5,3,3,4,5,4,4,3,4,4,9,1,1,3,4,2,4,Digital Forensics Analyst,34
2,7,3,5,1,1,2,5,3,3,2,3,1,2,4,4,4,5,3,5,2,1,1,3,5,5,4,5,1,5,10,2,1,5,4,2,3,2,5,10,5,4,4,1,1,4,3,5,4,4,3,4,3,5,5,3,5,4,5,3,3,3,1,3,2,5,4,4,3,5,1,4,5,3,5,5,3,5,1,1,2,2,5,5,1,2,4,2,3,4,1,2,2,1,2,2,5,3,5,2,4,2,3,3,4,1,3,3,4,5,1,4,2,1,9,7,UI/UX Researcher,94
1,8,4,2,3,5,3,2,2,5,1,3,1,1,1,1,4,1,3,5,2,4,3,2,3,1,1,2,4,2,5,5,3,4,5,1,4,1,3,4,3,1,1,1,1,4,4,2,3,3,3,1,5,4,4,3,4,3,4,4,3,10,5,2,1,2,5,2,5,4,5,5,2,4,1,1,2,3,3,1,1,4,2,3,1,2,1,4,5,2,2,2,1,3,2,2,1,1,4,4,2,1,1,2,2,1,4,5,2,5,3,5,3,2,5,5,Digital Marketer,35
5,1,2,5,10,9,5,3,3,4,5,3,5,5,9,5,4,1,1,1,3,2,1,1,10,1,2,3,5,2,2,5,5,4,10,5,4,1,1,8,5,5,3,5,1,3,4,4,2,4,3,3,5,2,5,5,2,4,4,2,3,3,5,3,2,9,4,1,4,3,3,5,1,4,1,3,3,1,3,1,5,3,3,2,4,2,4,2,4,1,5,3,3,2,1,5,1,1,4,5,3,3,3,5,3,2,5,4,5,4,2,3,3,5,2,1,ERP Consultant,38
4,9,3,4,5,5,3,3,5,5,2,1,5,4,1,2,5,5,4,1,1,1,2,4,4,5,4,2,5,2,8,3,3,4,2,4,2,4,2,8,2,4,4,1,5,3,1,2,3,2,4,5,4,5,2,1,2,4,5,4,5,5,4,4,5,4,4,2,1,3,4,5,3,3,4,1,5,3,4,3,5,5,4,1,3,4,2,2,1,2,1,5,5,1,1,1,1,3,5,5,2,1,4,1,1,5,5,3,4,2,5,5,1,3,9,7,UI/UX Researcher,94
7,4,2,3,4,1,4,8,9,4,5,4,4,2,3,1,4,2,3,2,5,3,3,4,3,7,2,2,5,4,5,3,4,4,3,5,1,3,5,2,5,4,5,2,4,1,5,1,4,1,3,3,1,8,2,4,4,1,5,4,2,3,2,1,3,3,5,4,2,1,2,3,5,1,1,4,5,3,1,7,2,1,5,3,1,4,5,1,5,4,2,3,1,3,3,1,3,2,1,3,2,4,2,5,5,1,3,5,2,4,2,3,8,5,4,5,Telecommunications Engineer,93
